"categoria","receita_total"
"Letter hope wish city along alone nation.","57943.65"
"First shake scene mean member where bank bag since.","57934.240000000034"
"West hear season out history she ground.","57920.69999999998"
"Class despite station nothing street maybe century.","57898.56000000001"
"Toward democratic rule walk live military middle two pressure field by.","57856.740000000034"
"Pick front figure blood chance than yard author nor rule front.","57853.64000000003"
"Citizen along director evening true few table morning friend eye can.","57833.00000000001"
"Design together maintain partner happen serious.","57824.100000000006"
"Discover make history let coach husband light.","57817.90000000003"
"Close art remain record president happy just million activity stand require week shake.","57813.68999999997"
"Human society eye against along heart state wide blood difficult.","57805.44"
"As know tax line may serious benefit stock.","57800.279999999984"
"Beautiful never computer a present value significant various natural exactly seven music red.","57765.60000000002"
"Individual just morning as seek movement street issue we.","57745.5"
"Mention full question treat training analysis large picture safe may machine history.","57740.040000000045"
"Probably city sit improve cold return quality.","57717.010000000024"
"Myself both Mr identify wrong power Mrs worry surface member.","57665.84000000004"
"Meet type give bed water reach.","57637.80000000004"
"Industry well TV require open may machine over music.","57576.779999999984"
"Use lay safe land church check check station blue.","57573.06000000002"
"Class drop party unit realize little score.","57494.25"
"Behavior level produce here nation election.","57476.64000000003"
"Short strategy manager where law skill individual model note collection.","57475.74000000005"
"Government buy serious career study force mother those yet fight.","57445.20000000001"
"Happy outside last technology left two fill science arrive south together little bring.","57442.42000000001"
"Group thought free unit boy view.","57434.39000000003"
"Trouble those fact team floor loss speech analysis investment picture section.","57422.159999999974"
"Operation example high apply enjoy class debate business.","57412.15000000001"
"Opportunity discuss difficult conference heart blue wish.","57404.70000000001"
"Feeling nearly treatment crime agency either environment develop force.","57399.95000000001"
"Stage despite benefit reach travel off some sometimes receive sister.","57393.98000000001"
"Few paper young another plan civil month.","57393.70000000002"
"Others hit cup data attention policy the half popular chance dinner.","57392.249999999956"
"Authority resource argue between plan necessary according.","57391.68000000004"
"Place least be research political down.","57382.51999999999"
"Attack west around wonder soon science describe according near occur.","57371.20000000002"
"Everything program single former college pull history figure.","57365.770000000026"
